slno,year,dtstrict,afso,fps,April_Cards,April_FRice (Kgs),April_Flood Dal (Kgs),April_Flood Onion (Kgs),April_Flood Poil (Kgs),April_Flood Potato (Kgs),April_Flood Rice (Kgs),April_Flood Sugar HK (Kgs),April_Jowar (Kgs),April_RG Dal One kg Pkt (Kgs),April_Raagi (Kgs),April_SUGAR HALF KG (Kgs),April_WM Atta Pkt (Kgs),April_Whole Wheat Atta (Kgs),February_Cards,February_FRice (Kgs),February_Flood Dal (Kgs),February_Flood Onion (Kgs),February_Flood Poil (Kgs),February_Flood Potato (Kgs),February_Flood Rice (Kgs),February_Flood Sugar HK (Kgs),February_Jowar (Kgs),February_RG Dal One kg Pkt (Kgs),February_Raagi (Kgs),February_SUGAR HALF KG (Kgs),February_WM Atta Pkt (Kgs),February_Whole Wheat Atta (Kgs),January_Cards,January_FRice (Kgs),January_Flood Dal (Kgs),January_Flood Onion (Kgs),January_Flood Poil (Kgs),January_Flood Potato (Kgs),January_Flood Rice (Kgs),January_Flood Sugar HK (Kgs),January_Jowar (Kgs),January_RG Dal One kg Pkt (Kgs),January_Raagi (Kgs),January_SUGAR HALF KG (Kgs),January_WM Atta Pkt (Kgs),January_Whole Wheat Atta (Kgs),March_Cards,March_FRice (Kgs),March_Flood Dal (Kgs),March_Flood Onion (Kgs),March_Flood Poil (Kgs),March_Flood Potato (Kgs),March_Flood Rice (Kgs),March_Flood Sugar HK (Kgs),March_Jowar (Kgs),March_RG Dal One kg Pkt (Kgs),March_Raagi (Kgs),March_SUGAR HALF KG (Kgs),March_WM Atta Pkt (Kgs),March_Whole Wheat Atta (Kgs)
1117,2026,Chittoor,Bangarupalem,1061002,321,6440.00,0,0,0,0,0,0,0,0,0,379.00,0,0,323,6460.00,0,0,0,0,0,0,0,0,0,376.00,0,0,343,6885.00,0,0,0,0,0,0,0,0,0,404.00,0,0,309,6065.00,0,0,0,0,0,0,200.00,0,0,368.00,0,0
1118,2026,Chittoor,Bangarupalem,1061003,597,11690.00,0,0,0,0,0,0,0,0,0,664.00,0,0,588,11305.00,0,0,0,0,0,0,0,0,0,615.00,0,0,595,11252.00,0,0,0,0,0,0,0,0,340.00,655.00,0,0,595,11400.00,0,0,0,0,0,0,300.00,0,0,661.00,0,0
1119,2026,Chittoor,Bangarupalem,1061004,552,10470.00,0,0,0,0,0,0,0,0,0,618.00,0,0,554,10555.00,0,0,0,0,0,0,0,0,0,618.00,0,0,550,9837.00,0,0,0,0,0,0,0,0,705.00,579.00,0,0,553,10238.00,0,0,0,0,0,0,300.00,0,0,616.00,0,0
1120,2026,Chittoor,Bangarupalem,1061005,590,11218.00,0,0,0,0,0,0,27.00,0,0,630.00,0,0,611,11520.00,0,0,0,0,0,0,0,0,0,643.00,0,0,606,10984.00,0,0,0,0,0,0,0,0,501.00,638.00,0,0,596,11164.00,0,0,0,0,0,0,96.00,0,0,626.00,0,0
1121,2026,Chittoor,Bangarupalem,1061006,240,4284.00,0,0,0,0,0,0,500.00,0,0,288.00,0,0,241,4739.00,0,0,0,0,0,0,0,0,0,287.00,0,0,236,4360.00,0,0,0,0,0,0,0,0,300.00,280.00,0,0,235,4110.00,0,0,0,0,0,0,500.00,0,0,276.00,0,0
1122,2026,Chittoor,Bangarupalem,1061007,450,8350.00,0,0,0,0,0,0,0,0,0,474.00,0,0,441,8385.00,0,0,0,0,0,0,0,0,0,480.00,0,0,444,7995.00,0,0,0,0,0,0,0,0,400.00,481.00,0,0,442,8340.00,0,0,0,0,0,0,100.00,0,0,484.00,0,0
1123,2026,Chittoor,Bangarupalem,1061008,523,9740.00,0,0,0,0,0,0,137.00,0,0,564.00,0,0,545,10460.00,0,0,0,0,0,0,1.00,0,0,581.00,0,0,547,10010.00,0,0,0,0,0,0,99.00,0,300.00,593.00,0,0,537,10350.00,0,0,0,0,0,0,0,0,0,350.00,0,0
1124,2026,Chittoor,Bangarupalem,1061009,333,5940.00,0,0,0,0,0,0,0,0,0,353.00,0,0,326,5895.00,0,0,0,0,0,0,0,0,0,348.00,0,0,328,5663.00,0,0,0,0,0,0,99.00,0,213.00,347.00,0,0,321,5693.00,0,0,0,0,0,0,201.00,0,0,127.00,0,0
1125,2026,Chittoor,Bangarupalem,1061010,420,8095.00,0,0,0,0,0,0,0,0,0,485.00,0,0,412,8120.00,0,0,0,0,0,0,0,0,0,477.00,0,0,415,7349.00,0,0,0,0,0,0,0,0,900.00,485.00,0,0,412,7920.00,0,0,0,0,0,0,204.00,0,3.00,481.00,0,0
1126,2026,Chittoor,Bangarupalem,1061011,525,10125.00,0,0,0,0,0,0,144.00,0,0,583.00,0,0,523,10240.00,0,0,0,0,0,0,0,0,0,578.00,0,0,519,9880.00,0,0,0,0,0,0,0,0,310.00,575.00,0,0,529,10045.00,0,0,0,0,0,0,300.00,0,0,583.00,0,0
1127,2026,Chittoor,Bangarupalem,1061012,503,9940.00,0,0,0,0,0,0,200.00,0,0,577.00,0,0,502,10295.00,0,0,0,0,0,0,0,0,0,579.00,0,0,510,9964.00,0,0,0,0,0,0,0,0,400.00,582.00,0,0,521,9971.00,0,0,0,0,0,0,400.00,0,0,572.00,0,0
1128,2026,Chittoor,Bangarupalem,1061013,1179,20645.00,0,0,0,0,0,0,315.00,0,0,1263.00,1000.00,0,1202,21134.00,0,0,0,0,0,0,0,0,111.00,1259.00,0,0,1206,20529.00,0,0,0,0,0,0,0,0,681.00,1122.00,0,0,1189,20716.00,0,0,0,0,0,0,424.00,0,0,1268.00,0,0
1129,2026,Chittoor,Bangarupalem,1061014,579,10005.00,0,0,0,0,0,0,500.00,0,0,623.00,0,0,574,9895.00,0,0,0,0,0,0,0,0,500.00,616.00,0,0,578,10154.00,0,0,0,0,0,0,0,0,300.00,589.00,0,0,570,9949.00,0,0,0,0,0,0,500.00,0,0,614.00,0,0
1130,2026,Chittoor,Bangarupalem,1061015,256,4865.00,0,0,0,0,0,0,0,0,0,290.00,0,0,249,4356.00,0,0,0,0,0,0,0,0,300.00,275.00,0,0,241,4025.00,0,0,0,0,0,0,200.00,0,200.00,263.00,0,0,252,4442.00,0,0,0,0,0,0,300.00,0,0,278.00,0,0
1131,2026,Chittoor,Bangarupalem,1061016,452,8018.00,0,0,0,0,0,0,117.00,0,0,491.00,0,0,455,7936.00,0,0,0,0,0,0,0,0,399.00,498.00,0,0,468,8136.00,0,0,0,0,0,0,200.00,0,209.00,496.00,0,0,437,7810.00,0,0,0,0,0,0,95.00,0,0,469.00,0,0
1132,2026,Chittoor,Bangarupalem,1061017,239,4895.00,0,0,0,0,0,0,0,0,0,279.00,202.00,0,223,4647.00,0,0,0,0,0,0,0,0,3.00,262.00,0,0,239,4990.00,0,0,0,0,0,0,0,0,0,280.00,0,0,229,4711.00,0,0,0,0,0,0,0,0,16.00,270.00,0,0
1133,2026,Chittoor,Bangarupalem,1061018,611,10860.00,0,0,0,0,0,0,0,0,0,659.00,0,0,595,10660.00,0,0,0,0,0,0,0,0,0,623.00,0,0,592,9892.00,0,0,0,0,0,0,0,0,700.00,627.00,0,0,609,10512.00,0,0,0,0,0,0,300.00,0,0,652.00,0,0
1134,2026,Chittoor,Bangarupalem,1061019,318,5925.00,0,0,0,0,0,0,0,0,0,349.00,0,0,330,5975.00,0,0,0,0,0,0,0,0,0,344.00,0,0,331,5775.00,0,0,0,0,0,0,0,0,0,327.00,0,0,308,5398.00,0,0,0,0,0,0,300.00,0,0,330.00,0,0
1135,2026,Chittoor,Bangarupalem,1061020,461,8245.00,0,0,0,0,0,0,0,0,0,492.00,0,0,463,0,0,0,0,0,0,0,0,0,0,0,0,0,450,7910.00,0,0,0,0,0,0,0,0,300.00,481.00,0,0,454,7985.00,0,0,0,0,0,0,300.00,0,0,483.00,0,0
1136,2026,Chittoor,Bangarupalem,1061021,189,3435.00,0,0,0,0,0,0,0,0,0,204.00,0,0,195,3510.00,0,0,0,0,0,0,0,0,0,209.00,0,0,197,3620.00,0,0,0,0,0,0,0,0,0,205.00,0,0,193,3206.00,0,0,0,0,0,0,300.00,0,0,208.00,0,0
1137,2026,Chittoor,Bangarupalem,1061022,305,5769.00,0,0,0,0,0,0,71.00,0,2.00,319.00,0,0,322,6220.00,0,0,0,0,0,0,0,0,0,330.00,0,0,326,5725.00,0,0,0,0,0,0,200.00,0,350.00,338.00,0,0,313,5896.00,0,0,0,0,0,0,126.00,0,3.00,328.00,0,0
1138,2026,Chittoor,Bangarupalem,1061023,453,8135.00,0,0,0,0,0,0,0,0,0,481.00,0,0,436,7855.00,0,0,0,0,0,0,0,0,0,463.00,0,0,443,7590.00,0,0,0,0,0,0,0,0,300.00,237.00,0,0,451,8100.00,0,0,0,0,0,0,0,0,0,479.00,0,0
1139,2026,Chittoor,Bangarupalem,1061024,1019,17885.00,0,0,0,0,0,0,500.00,0,100.00,1104.00,0,0,1002,18056.00,0,0,0,0,0,0,0,0,299.00,1045.00,0,0,968,17739.00,0,0,0,0,0,0,0,0,190.00,925.00,0,0,984,17819.00,0,0,0,0,0,0,0,0,51.00,1028.00,0,0
1140,2026,Chittoor,Bangarupalem,1061025,279,4933.00,0,0,0,0,0,0,27.00,0,0,295.00,0,0,272,4940.00,0,0,0,0,0,0,5.00,0,0,289.00,0,0,270,4583.00,0,0,0,0,0,0,140.00,0,162.00,282.00,0,0,274,4962.00,0,0,0,0,0,0,3.00,0,0,280.00,0,0
1141,2026,Chittoor,Bangarupalem,1061026,458,8565.00,0,0,0,0,0,0,0,0,0,504.00,0,0,464,8810.00,0,0,0,0,0,0,0,0,0,510.00,0,0,464,8320.00,0,0,0,0,0,0,0,0,500.00,478.00,0,0,447,8155.00,0,0,0,0,0,0,300.00,0,0,491.00,0,0
1142,2026,Chittoor,Bangarupalem,1061027,453,8485.00,0,0,0,0,0,0,40.00,0,0,487.00,0,0,441,8355.00,0,0,0,0,0,0,0,0,0,469.00,0,0,450,7945.00,0,0,0,0,0,0,0,0,500.00,485.00,0,0,464,8555.00,0,0,0,0,0,0,160.00,0,0,498.00,0,0
1143,2026,Chittoor,Bangarupalem,1061028,615,11073.00,0,0,0,0,0,0,137.00,0,0,656.00,0,0,616,11120.00,0,0,0,0,0,0,0,0,227.00,648.00,0,0,633,11422.00,0,0,0,0,0,0,0,0,273.00,639.00,0,0,594,10799.00,0,0,0,0,0,0,173.00,0,0,612.00,0,0
1144,2026,Chittoor,Bangarupalem,1061029,325,6170.00,0,0,0,0,0,0,0,0,0,351.00,0,0,327,6165.00,0,0,0,0,0,0,0,0,0,351.00,0,0,318,5830.00,0,0,0,0,0,0,0,0,200.00,342.00,0,0,324,6014.00,0,0,0,0,0,0,101.00,0,0,349.00,0,0
1145,2026,Chittoor,Bangarupalem,1061030,486,9725.00,0,0,0,0,0,0,0,0,0,576.00,0,0,486,9720.00,0,0,0,0,0,0,0,0,0,576.00,0,0,496,9382.00,0,0,0,0,0,0,0,0,503.00,585.00,0,0,493,9447.00,0,0,0,0,0,0,300.00,0,0,579.00,0,0
1146,2026,Chittoor,Bangarupalem,1061031,565,10378.00,0,0,0,0,0,0,102.00,0,0,621.00,0,0,536,10125.00,0,0,0,0,0,0,0,0,0,588.00,0,0,539,9656.00,0,0,0,0,0,0,200.00,0,200.00,589.00,0,0,564,10329.00,0,0,0,0,0,0,198.00,0,0,620.00,0,0
1147,2026,Chittoor,Bangarupalem,1061032,289,5200.00,0,0,0,0,0,0,0,0,0,129.00,0,0,291,5259.00,0,0,0,0,0,0,0,0,0,310.00,0,0,283,5152.00,0,0,0,0,0,0,0,0,0,296.00,0,0,266,4620.00,0,0,0,0,0,0,300.00,0,0,9.00,0,0
1148,2026,Chittoor,Bangarupalem,1061033,217,4280.00,0,0,0,0,0,0,0,0,0,244.00,0,0,203,3930.00,0,0,0,0,0,0,0,0,0,223.00,0,0,204,3803.00,0,0,0,0,0,0,68.00,0,100.00,227.00,0,0,186,3635.00,0,0,0,0,0,0,0,0,0,206.00,0,0
1149,2026,Chittoor,Bangarupalem,1061034,277,5470.00,0,0,0,0,0,0,0,0,0,318.00,0,0,278,5485.00,0,0,0,0,0,0,0,0,0,311.00,0,0,282,5490.00,0,0,0,0,0,0,0,0,0,296.00,0,0,282,5176.00,0,0,0,0,0,0,300.00,0,0,268.00,0,0
1150,2026,Chittoor,Bangarupalem,1061035,226,4300.00,0,0,0,0,0,0,0,0,0,246.00,0,0,235,4410.00,0,0,0,0,0,0,0,0,0,253.00,0,0,233,4182.00,0,0,0,0,0,0,0,0,200.00,239.00,0,0,230,4121.00,0,0,0,0,0,0,200.00,0,0,249.00,0,0
1151,2026,Chittoor,Bangarupalem,1061036,151,2840.00,0,0,0,0,0,0,0,0,0,161.00,0,0,157,2835.00,0,0,0,0,0,0,0,0,0,155.00,0,0,178,2790.00,0,0,0,0,0,0,0,0,200.00,178.00,0,0,192,3050.00,0,0,0,0,0,0,200.00,0,0,196.00,0,0
1152,2026,Chittoor,Bangarupalem,1061037,284,5390.00,0,0,0,0,0,0,0,0,0,303.00,0,0,283,5385.00,0,0,0,0,0,0,0,0,0,300.00,0,0,285,4909.00,0,0,0,0,0,0,200.00,0,268.00,300.00,0,0,276,5105.00,0,0,0,0,0,0,200.00,0,0,292.00,0,0
1153,2026,Chittoor,Chittoor,1054075,467,7765.00,0,0,0,0,0,0,0,0,0,162.00,0,0,448,6956.00,0,0,0,0,0,0,0,0,500.00,325.00,0,0,495,7990.00,0,0,0,0,0,0,0,0,0,300.00,0,0,476,7356.00,0,0,0,0,0,0,400.00,0,0,462.00,65.00,0
1154,2026,Chittoor,Chittoor,1054076,124,1995.00,0,0,0,0,0,0,0,0,0,82.00,0,0,123,2050.00,0,0,0,0,0,0,0,0,0,32.00,0,0,130,2100.00,0,0,0,0,0,0,0,0,0,31.00,0,0,127,2011.00,0,0,0,0,0,0,100.00,0,0,130.00,0,0
1155,2026,Chittoor,Chittoor,1054087,515,9530.00,0,0,0,0,0,0,0,0,0,564.00,150.00,0,516,9615.00,0,0,0,0,0,0,0,0,0,563.00,487.00,0,509,9615.00,0,0,0,0,0,0,0,0,0,567.00,0,0,510,9015.00,0,0,0,0,0,0,500.00,0,0,556.00,230.00,0
1156,2026,Chittoor,Chittoor,1054088,358,6745.00,0,0,0,0,0,0,0,0,0,393.00,67.00,0,349,6585.00,0,0,0,0,0,0,0,0,0,382.00,328.00,0,365,6925.00,0,0,0,0,0,0,0,0,0,401.00,0,0,337,6475.00,0,0,0,0,0,0,0,0,0,372.00,74.00,0
1157,2026,Chittoor,Chittoor,1054089,405,7100.00,0,0,0,0,0,0,0,0,0,444.00,0,0,403,6860.00,0,0,0,0,0,0,0,0,0,430.00,323.00,0,409,7015.00,0,0,0,0,0,0,0,0,0,444.00,0,0,409,7100.00,0,0,0,0,0,0,0,0,0,445.00,141.00,0
1158,2026,Chittoor,Chittoor,1054090,162,2690.00,0,0,0,0,0,0,0,0,0,178.00,40.00,0,169,2775.00,0,0,0,0,0,0,0,0,0,183.00,138.00,0,149,2540.00,0,0,0,0,0,0,0,0,0,161.00,0,0,149,2565.00,0,0,0,0,0,0,0,0,0,164.00,27.00,0
1159,2026,Chittoor,Chittoor,1054091,814,14145.00,0,0,0,0,0,0,0,0,0,866.00,259.00,0,822,14240.00,0,0,0,0,0,0,0,0,0,876.00,615.00,0,827,14280.00,0,0,0,0,0,0,0,0,0,879.00,0,0,808,14010.00,0,0,0,0,0,0,0,0,1.00,857.00,345.00,0
1160,2026,Chittoor,Chittoor,1054092,192,3355.00,0,0,0,0,0,0,0,0,0,165.00,0,0,206,3505.00,0,0,0,0,0,0,0,0,0,215.00,0,0,207,3560.00,0,0,0,0,0,0,0,0,0,218.00,0,0,200,3530.00,0,0,0,0,0,0,0,0,0,209.00,0,0
1161,2026,Chittoor,Chittoor,1054093,369,6350.00,0,0,0,0,0,0,0,0,0,392.00,115.00,0,360,6245.00,0,0,0,0,0,0,0,0,0,382.00,250.00,0,377,6480.00,0,0,0,0,0,0,0,0,0,401.00,0,0,370,6360.00,0,0,0,0,0,0,0,0,0,393.00,0,0
1162,2026,Chittoor,Chittoor,1054094,333,5815.00,0,0,0,0,0,0,0,0,0,266.00,0,0,335,5890.00,0,0,0,0,0,0,0,0,0,348.00,200.00,0,330,5760.00,0,0,0,0,0,0,0,0,0,218.00,0,0,313,5520.00,0,0,0,0,0,0,0,0,0,331.00,0,0
1163,2026,Chittoor,Chittoor,1054095,280,4725.00,0,0,0,0,0,0,0,0,0,310.00,146.00,0,285,4383.00,0,0,0,0,0,0,0,0,300.00,306.00,240.00,0,290,4830.00,0,0,0,0,0,0,0,0,0,321.00,0,0,298,4880.00,0,0,0,0,0,0,0,0,0,314.00,78.00,0
1164,2026,Chittoor,Chittoor,1054096,262,4375.00,0,0,0,0,0,0,0,0,0,281.00,40.00,0,255,4115.00,0,0,0,0,0,0,0,0,0,262.00,204.00,0,258,4375.00,0,0,0,0,0,0,0,0,0,273.00,0,0,276,4325.00,0,0,0,0,0,0,0,0,0,254.00,66.00,0
1165,2026,Chittoor,Chittoor,1054097,165,2590.00,0,0,0,0,0,0,0,0,0,171.00,59.00,0,147,2400.00,0,0,0,0,0,0,0,0,0,156.00,143.00,0,163,2615.00,0,0,0,0,0,0,0,0,0,169.00,0,0,145,2315.00,0,0,0,0,0,0,0,0,0,153.00,27.00,0
1166,2026,Chittoor,Chittoor,1054098,129,2140.00,0,0,0,0,0,0,0,0,0,93.00,0,0,133,2200.00,0,0,0,0,0,0,0,0,0,131.00,121.00,0,145,2400.00,0,0,0,0,0,0,0,0,0,37.00,0,0,128,2130.00,0,0,0,0,0,0,0,0,0,133.00,27.00,0
1167,2026,Chittoor,Chittoor,1054099,252,4670.00,0,0,0,0,0,0,0,0,0,128.00,0,0,242,4430.00,0,0,0,0,0,0,0,0,0,136.00,0,0,260,4755.00,0,0,0,0,0,0,0,0,0,278.00,0,0,250,4575.00,0,0,0,0,0,0,0,0,0,0,0,0
1168,2026,Chittoor,Chittoor,1054100,212,3825.00,0,0,0,0,0,0,0,0,0,233.00,55.00,0,209,3820.00,0,0,0,0,0,0,0,0,0,230.00,198.00,0,220,4000.00,0,0,0,0,0,0,0,0,0,242.00,0,0,203,3412.00,0,0,0,0,0,0,298.00,0,0,222.00,199.00,0
1169,2026,Chittoor,Chittoor,1054101,361,6560.00,0,0,0,0,0,0,0,0,0,395.00,99.00,0,359,6374.00,0,0,0,0,0,0,0,0,11.00,391.00,308.00,0,351,6202.00,0,0,0,0,0,0,0,0,13.00,381.00,0,0,343,6165.00,0,0,0,0,0,0,0,0,0,373.00,116.00,0
1170,2026,Chittoor,Chittoor,1054102,52,715.00,0,0,0,0,0,0,0,0,1.00,51.00,50.00,0,45,635.00,0,0,0,0,0,0,0,0,0,25.00,0,0,49,675.00,0,0,0,0,0,0,0,0,0,50.00,0,0,46,640.00,0,0,0,0,0,0,0,0,0,7.00,0,0
1171,2026,Chittoor,Chittoor,1054103,161,2990.00,0,0,0,0,0,0,0,0,0,182.00,0,0,165,2985.00,0,0,0,0,0,0,0,0,0,188.00,0,0,166,3000.00,0,0,0,0,0,0,0,0,0,184.00,0,0,159,3000.00,0,0,0,0,0,0,0,0,0,165.00,0,0
1172,2026,Chittoor,Chittoor,1054104,143,2600.00,0,0,0,0,0,0,0,0,0,157.00,70.00,0,130,2365.00,0,0,0,0,0,0,0,0,0,123.00,0,0,143,2605.00,0,0,0,0,0,0,0,0,0,159.00,0,0,147,2510.00,0,0,0,0,0,0,200.00,0,0,163.00,0,0
1173,2026,Chittoor,Chittoor,1054105,234,3760.00,0,0,0,0,0,0,0,0,0,245.00,202.00,0,224,3665.00,0,0,0,0,0,0,0,0,0,235.00,218.00,0,221,3575.00,0,0,0,0,0,0,0,0,0,232.00,0,0,217,3590.00,0,0,0,0,0,0,0,0,0,228.00,211.00,0
1174,2026,Chittoor,Chittoor,1054107,140,2235.00,0,0,0,0,0,0,0,0,0,150.00,140.00,0,136,2235.00,0,0,0,0,0,0,0,0,0,147.00,132.00,0,138,2225.00,0,0,0,0,0,0,0,0,0,149.00,0,0,136,2235.00,0,0,0,0,0,0,0,0,0,148.00,8.00,0
1175,2026,Chittoor,Chittoor,1054108,333,5260.00,0,0,0,0,0,0,0,0,0,335.00,0,0,311,5055.00,0,0,0,0,0,0,0,0,0,302.00,0,0,325,5425.00,0,0,0,0,0,0,0,0,0,117.00,0,0,340,5265.00,0,0,0,0,0,0,0,0,0,92.00,0,0
1176,2026,Chittoor,Chittoor,1054110,280,4894.00,0,0,0,0,0,0,198.00,0,0,109.00,0,0,276,4880.00,0,0,0,0,0,0,0,0,0,297.00,100.00,0,266,4895.00,0,0,0,0,0,0,0,0,0,290.00,0,0,286,5102.00,0,0,0,0,0,0,85.00,0,0,311.00,0,0
1177,2026,Chittoor,Chittoor,1054111,110,1795.00,0,0,0,0,0,0,0,0,0,122.00,45.00,0,109,1655.00,0,0,0,0,0,0,0,0,0,115.00,95.00,0,105,1685.00,0,0,0,0,0,0,0,0,0,117.00,0,0,107,1705.00,0,0,0,0,0,0,0,0,0,115.00,5.00,0
1178,2026,Chittoor,Chittoor,1054112,277,4795.00,0,0,0,0,0,0,0,0,0,299.00,70.00,0,275,4810.00,0,0,0,0,0,0,0,0,0,299.00,273.00,0,281,4810.00,0,0,0,0,0,0,0,0,0,304.00,0,0,273,4510.00,0,0,0,0,0,0,300.00,0,0,298.00,184.00,0
1179,2026,Chittoor,Chittoor,1054113,172,2755.00,0,0,0,0,0,0,0,0,0,182.00,12.00,0,178,2835.00,0,0,0,0,0,0,0,0,0,189.00,0,0,168,2695.00,0,0,0,0,0,0,0,0,0,178.00,0,0,242,2445.00,0,0,0,0,0,0,200.00,0,0,168.00,61.00,0
1180,2026,Chittoor,Chittoor,1054114,86,1500.00,0,0,0,0,0,0,0,0,0,91.00,0,0,89,1445.00,0,0,0,0,0,0,0,0,0,86.00,80.00,0,86,1465.00,0,0,0,0,0,0,0,0,0,89.00,0,0,77,1325.00,0,0,0,0,0,0,0,0,0,78.00,12.00,0
1181,2026,Chittoor,Chittoor,1054115,128,2092.00,0,0,0,0,0,0,87.00,0,0,127.00,40.00,0,122,2140.00,0,0,0,0,0,0,0,0,0,130.00,103.00,0,106,1934.00,0,0,0,0,0,0,0,0,1.00,117.00,0,0,118,1938.00,0,0,0,0,0,0,113.00,0,0,125.00,83.00,0
1182,2026,Chittoor,Chittoor,1054117,259,4285.00,0,0,0,0,0,0,0,0,0,277.00,50.00,0,258,3952.00,0,0,0,0,0,0,0,0,300.00,272.00,0,0,263,4320.00,0,0,0,0,0,0,0,0,0,280.00,0,0,273,4211.00,0,0,0,0,0,0,0,0,0,213.00,0,0
1183,2026,Chittoor,Chittoor,1061001,476,9015.00,0,0,0,0,0,0,300.00,0,0,539.00,0,0,473,9365.00,0,0,0,0,0,0,0,0,0,534.00,0,0,459,8715.00,0,0,0,0,0,0,0,0,500.00,510.00,0,0,482,9033.00,0,0,0,0,0,0,300.00,0,0,540.00,0,0
1184,2026,Chittoor,Chittoor,1061002,321,6440.00,0,0,0,0,0,0,0,0,0,379.00,0,0,323,6460.00,0,0,0,0,0,0,0,0,0,376.00,0,0,343,6885.00,0,0,0,0,0,0,0,0,0,404.00,0,0,309,6065.00,0,0,0,0,0,0,200.00,0,0,368.00,0,0
1185,2026,Chittoor,Chittoor,1061003,597,11690.00,0,0,0,0,0,0,0,0,0,664.00,0,0,588,11305.00,0,0,0,0,0,0,0,0,0,615.00,0,0,595,11252.00,0,0,0,0,0,0,0,0,340.00,655.00,0,0,595,11400.00,0,0,0,0,0,0,300.00,0,0,661.00,0,0
1186,2026,Chittoor,Chittoor,1061004,552,10470.00,0,0,0,0,0,0,0,0,0,618.00,0,0,554,10555.00,0,0,0,0,0,0,0,0,0,618.00,0,0,550,9837.00,0,0,0,0,0,0,0,0,705.00,579.00,0,0,553,10238.00,0,0,0,0,0,0,300.00,0,0,616.00,0,0
1187,2026,Chittoor,Chittoor,1061005,590,11218.00,0,0,0,0,0,0,27.00,0,0,630.00,0,0,611,11520.00,0,0,0,0,0,0,0,0,0,643.00,0,0,606,10984.00,0,0,0,0,0,0,0,0,501.00,638.00,0,0,596,11164.00,0,0,0,0,0,0,96.00,0,0,626.00,0,0
1188,2026,Chittoor,Chittoor,1061006,240,4284.00,0,0,0,0,0,0,500.00,0,0,288.00,0,0,241,4739.00,0,0,0,0,0,0,0,0,0,287.00,0,0,236,4360.00,0,0,0,0,0,0,0,0,300.00,280.00,0,0,235,4110.00,0,0,0,0,0,0,500.00,0,0,276.00,0,0
1189,2026,Chittoor,Chittoor,1061007,450,8350.00,0,0,0,0,0,0,0,0,0,474.00,0,0,441,8385.00,0,0,0,0,0,0,0,0,0,480.00,0,0,444,7995.00,0,0,0,0,0,0,0,0,400.00,481.00,0,0,442,8340.00,0,0,0,0,0,0,100.00,0,0,484.00,0,0
1190,2026,Chittoor,Chittoor,1061008,523,9740.00,0,0,0,0,0,0,137.00,0,0,564.00,0,0,545,10460.00,0,0,0,0,0,0,1.00,0,0,581.00,0,0,547,10010.00,0,0,0,0,0,0,99.00,0,300.00,593.00,0,0,537,10350.00,0,0,0,0,0,0,0,0,0,350.00,0,0
1191,2026,Chittoor,Chittoor,1061009,333,5940.00,0,0,0,0,0,0,0,0,0,353.00,0,0,326,5895.00,0,0,0,0,0,0,0,0,0,348.00,0,0,328,5663.00,0,0,0,0,0,0,99.00,0,213.00,347.00,0,0,321,5693.00,0,0,0,0,0,0,201.00,0,0,127.00,0,0
1192,2026,Chittoor,Chittoor,1061010,420,8095.00,0,0,0,0,0,0,0,0,0,485.00,0,0,412,8120.00,0,0,0,0,0,0,0,0,0,477.00,0,0,415,7349.00,0,0,0,0,0,0,0,0,900.00,485.00,0,0,412,7920.00,0,0,0,0,0,0,204.00,0,3.00,481.00,0,0
1193,2026,Chittoor,Chittoor,1061011,525,10125.00,0,0,0,0,0,0,144.00,0,0,583.00,0,0,523,10240.00,0,0,0,0,0,0,0,0,0,578.00,0,0,519,9880.00,0,0,0,0,0,0,0,0,310.00,575.00,0,0,529,10045.00,0,0,0,0,0,0,300.00,0,0,583.00,0,0
1194,2026,Chittoor,Chittoor,1061012,503,9940.00,0,0,0,0,0,0,200.00,0,0,577.00,0,0,502,10295.00,0,0,0,0,0,0,0,0,0,579.00,0,0,510,9964.00,0,0,0,0,0,0,0,0,400.00,582.00,0,0,521,9971.00,0,0,0,0,0,0,400.00,0,0,572.00,0,0
1195,2026,Chittoor,Chittoor,1061013,1179,20645.00,0,0,0,0,0,0,315.00,0,0,1263.00,1000.00,0,1202,21134.00,0,0,0,0,0,0,0,0,111.00,1259.00,0,0,1206,20529.00,0,0,0,0,0,0,0,0,681.00,1122.00,0,0,1189,20716.00,0,0,0,0,0,0,424.00,0,0,1268.00,0,0
1196,2026,Chittoor,Chittoor,1061014,579,10005.00,0,0,0,0,0,0,500.00,0,0,623.00,0,0,574,9895.00,0,0,0,0,0,0,0,0,500.00,616.00,0,0,578,10154.00,0,0,0,0,0,0,0,0,300.00,589.00,0,0,570,9949.00,0,0,0,0,0,0,500.00,0,0,614.00,0,0
1197,2026,Chittoor,Chittoor,1061015,256,4865.00,0,0,0,0,0,0,0,0,0,290.00,0,0,249,4356.00,0,0,0,0,0,0,0,0,300.00,275.00,0,0,241,4025.00,0,0,0,0,0,0,200.00,0,200.00,263.00,0,0,252,4442.00,0,0,0,0,0,0,300.00,0,0,278.00,0,0
1198,2026,Chittoor,Chittoor,1061016,452,8018.00,0,0,0,0,0,0,117.00,0,0,491.00,0,0,455,7936.00,0,0,0,0,0,0,0,0,399.00,498.00,0,0,468,8136.00,0,0,0,0,0,0,200.00,0,209.00,496.00,0,0,437,7810.00,0,0,0,0,0,0,95.00,0,0,469.00,0,0
